attack,mitigation_list,mitigations_generated,model,created_at,total_duration,load_duration,prompt_eval_count,prompt_eval_duration,eval_count,eval_duration
Incomplete Data Deletion in a Multi-Tenant Environment,"['Cloud providers should completely delete data to render it irrecoverable and inaccessible from any layer and component of infrastructure resources. ', 'Deletion of data should be completed promptly when requested. ']","{
  ""mitigations"": [
    {
      ""name"": ""Prompt Data Deletion"",
      ""priority"": 1
    },
    {
      ""name"": ""Complete Data Deletion"",
      ""priority"": 2
    },
    {
      ""name"": ""Regular Audits and Monitoring"",
      ""priority"": 3
    },
    {
      ""name"": ""Access Controls and Permissions"",
      ""priority"": 4
    },
    {
      ""name"": ""Data Encryption and Key Management"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:54:56.2496338Z,62350362200,17426600,259,35293000000,115,27039000000
Probe Audio and Video Peripherals,"['Prevent unknown code from executing on a system through the use of an allowlist policy. ', 'Patch installed applications as soon as new updates become available. ']","{
  ""mitigations"": [
    {
      ""name"": ""Allowlist Policy"",
      ""priority"": 1
    },
    {
      ""name"": ""Patch Applications"",
      ""priority"": 2
    }
  ]
}",granite3-dense:8b,2024-11-27T13:55:43.5160719Z,45210585900,6872300,249,33444000000,50,11758000000
Probe System Files,"['Verify that files have proper access controls set, and reduce the storage of sensitive information to only what is necessary. ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement strict access controls"",
      ""priority"": 1
    },
    {
      ""name"": ""Reduce sensitive information storage"",
      ""priority"": 2
    },
    {
      ""name"": ""Regularly update and patch systems"",
      ""priority"": 3
    },
    {
      ""name"": ""Use intrusion detection systems"",
      ""priority"": 4
    },
    {
      ""name"": ""Monitor system files for unauthorized access"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:56:44.2684869Z,58691237200,14420800,237,30555000000,119,28120000000
Capture Credentials via Keylogger,['Strong physical security can help reduce the ability of an adversary to install a keylogger. '],"{
  ""mitigations"": [
    {
      ""name"": ""Strong physical security"",
      ""priority"": 1
    },
    {
      ""name"": ""Regularly update software and systems"",
      ""priority"": 2
    },
    {
      ""name"": ""Use antivirus and anti-malware software"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement multi-factor authentication"",
      ""priority"": 4
    },
    {
      ""name"": ""Educate users on security best practices"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T13:57:46.8040816Z,60481150000,16727300,236,30958000000,124,29505000000
Sniffing Network Traffic,"['Obfuscate network traffic through encryption to prevent its readability by network sniffers. ', 'Employ appropriate levels of segmentation to your network in accordance with best practices. ']","{
  ""mitigations"": [
    {
      ""name"": ""Encryption of Network Traffic"",
      ""priority"": 1
    },
    {
      ""name"": ""Network Segmentation"",
      ""priority"": 2
    }
  ]
}",granite3-dense:8b,2024-11-27T13:58:34.0316056Z,45171792200,9616800,251,33014000000,52,12146000000
Utilizing REST's Trust in the System Resource to Obtain Sensitive Data,"['Implementation: Implement message level security such as HMAC in the HTTP communication ', 'Design: Utilize defense in depth, do not rely on a single security mechanism like SSL ', 'Design: Enforce principle of least privilege ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement message level security such as HMAC in the HTTP communication"",
      ""priority"": 1
    },
    {
      ""name"": ""Design: Utilize defense in depth, do not rely on a single security mechanism like SSL"",
      ""priority"": 2
    },
    {
      ""name"": ""Design: Enforce principle of least privilege"",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T13:59:36.1284025Z,60066393300,8469100,270,36966000000,99,23090000000
Sniff Application Code,"['Design: Encrypt all communication between the client and server. ', 'Implementation: Use SSL, SSH, SCP. ', 'Operation: Use ""ifconfig/ipconfig"" or other tools to detect the sniffer installed in the network. ']","{
  ""mitigations"": [
    {
      ""name"": ""Design: Encrypt all communication between the client and server."",
      ""priority"": 1
    },
    {
      ""name"": ""Implementation: Use SSL, SSH, SCP."",
      ""priority"": 2
    },
    {
      ""name"": ""Operation: Use 'ifconfig/ipconfig' or other tools to detect the sniffer installed in the network."",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T14:00:38.6100982Z,60426389000,10883300,264,36040000000,102,24374000000
Android Activity Hijack,"[""To mitigate this type of an attack, explicit intents should be used whenever sensitive data is being sent. An 'explicit intent' is delivered to a specific application as declared within the intent, whereas an 'implicit intent' is directed to an application as defined by the Android operating system. If an implicit intent must be used, then it should be assumed that the intent will be received by an unknown application and any response should be treated accordingly (i.e., with appropriate security controls). "", 'Never use implicit intents for inter-application communication. ']","{
  ""mitigations"": [
    {
      ""name"": ""Use Explicit Intents"",
      ""priority"": 1
    },
    {
      ""name"": ""Avoid Implicit Intents"",
      ""priority"": 2
    }
  ]
}",granite3-dense:8b,2024-11-27T14:01:40.0433859Z,59395432600,18543700,328,46696000000,54,12678000000
Probe Audio and Video Peripherals,"['Prevent unknown code from executing on a system through the use of an allowlist policy. ', 'Patch installed applications as soon as new updates become available. ']","{
  ""mitigations"": [
    {
      ""name"": ""Allowlist Policy"",
      ""priority"": 1
    },
    {
      ""name"": ""Patch Applications"",
      ""priority"": 2
    }
  ]
}",granite3-dense:8b,2024-11-27T14:02:28.2321264Z,46147781600,16021200,249,34724000000,50,11406000000
Restful Privilege Elevation,"['Design: Enforce principle of least privilege ', 'Implementation: Ensure that HTTP Get methods only retrieve state and do not alter state on the server side ', 'Implementation: Ensure that HTTP methods have proper ACLs based on what the functionality they expose ']","{
  ""mitigations"": [
    {
      ""name"": ""Enforce principle of least privilege"",
      ""priority"": 1
    },
    {
      ""name"": ""Ensure that HTTP Get methods only retrieve state and do not alter state on the server side"",
      ""priority"": 2
    },
    {
      ""name"": ""Ensure that HTTP methods have proper ACLs based on what the functionality they expose"",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T14:03:29.8503608Z,59581776200,14867700,266,36397000000,99,23168000000
Create files with the same name as files protected with a higher classification,[],"{
  ""mitigations"": [
    {
      ""name"": ""Implement strict file naming conventions"",
      ""priority"": 1
    },
    {
      ""name"": ""Regularly monitor and audit file systems"",
      ""priority"": 2
    },
    {
      ""name"": ""Use file integrity monitoring tools"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement least privilege principle"",
      ""priority"": 4
    },
    {
      ""name"": ""Keep software and systems up-to-date"",
      ""priority"": 5
    },
    {
      ""name"": ""Use antivirus and anti-malware software"",
      ""priority"": 6
    },
    {
      ""name"": ""Regularly backup data"",
      ""priority"": 7
    },
    {
      ""name"": ""Implement file access controls"",
      ""priority"": 8
    },
    {
      ""name"": ""Use secure coding practices"",
      ""priority"": 9
    },
    {
      ""name"": ""Implement a Web Application Firewall (WAF)"",
      ""priority"": 10
    }
  ]
}",granite3-dense:8b,2024-11-27T14:04:56.6982927Z,84816826400,13310200,223,28828000000,234,55974000000
Force Use of Corrupted Files,[],"{
  ""mitigations"": [
    {
      ""name"": ""Patch Operating System"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement Least Privilege"",
      ""priority"": 2
    },
    {
      ""name"": ""Use Secure File Transfer Protocols"",
      ""priority"": 3
    },
    {
      ""name"": ""Regularly Update and Patch Software"",
      ""priority"": 4
    },
    {
      ""name"": ""Implement Input Validation"",
      ""priority"": 5
    },
    {
      ""name"": ""Use Anti-Virus Software"",
      ""priority"": 6
    },
    {
      ""name"": ""Regularly Backup Data"",
      ""priority"": 7
    },
    {
      ""name"": ""Implement File Integrity Checking"",
      ""priority"": 8
    },
    {
      ""name"": ""Use Secure File Sharing Platforms"",
      ""priority"": 9
    }
  ]
}",granite3-dense:8b,2024-11-27T14:06:16.9457716Z,78206255700,16132400,216,29542000000,203,48647000000
Modify Shared File,['Disallow shared content. Protect shared folders by minimizing users that have write access. Use utilities that mitigate exploitation like the Microsoft Enhanced Mitigation Experience Toolkit (EMET) to prevent exploits from being run. '],"{
  ""mitigations"": [
    {
      ""name"": ""Disallow shared content"",
      ""priority"": 1
    },
    {
      ""name"": ""Protect shared folders by minimizing users that have write access"",
      ""priority"": 2
    },
    {
      ""name"": ""Use utilities that mitigate exploitation like the Microsoft Enhanced Mitigation Experience Toolkit (EMET)"",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T14:07:19.5831276Z,60590262100,6568500,261,36220000000,95,24351000000
Add Malicious File to Shared Webroot,['Ensure proper permissions on directories that are accessible through a web server. Disallow remote access to the web root. Disable execution on directories within the web root. Ensure that permissions of the web server process are only what is required by not using built-in accounts and instead create specific accounts to limit unnecessary access or permissions overlap across multiple systems. '],"{
  ""mitigations"": [
    {
      ""name"": ""Ensure proper permissions on directories"",
      ""priority"": 1
    },
    {
      ""name"": ""Disallow remote access to the web root"",
      ""priority"": 2
    },
    {
      ""name"": ""Disable execution on directories within the web root"",
      ""priority"": 3
    },
    {
      ""name"": ""Ensure that permissions of the web server process are only what is required"",
      ""priority"": 4
    },
    {
      ""name"": ""Create specific accounts to limit unnecessary access or permissions overlap across multiple systems"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T14:08:43.5317257Z,81884651500,8755600,288,44868000000,140,37005000000
Replace Binaries,['Insure that binaries commonly used by the system have the correct file permissions. Set operating system policies that restrict privilege elevation of non-Administrators. Use auditing tools to observe changes to system services. '],"{
  ""mitigations"": [
    {
      ""name"": ""Insure that binaries commonly used by the system have the correct file permissions"",
      ""priority"": 1
    },
    {
      ""name"": ""Set operating system policies that restrict privilege elevation of non-Administrators"",
      ""priority"": 2
    },
    {
      ""name"": ""Use auditing tools to observe changes to system services"",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T14:26:42.1368126Z,78066159200,10293183900,255,46045000000,98,21702000000
Upload a Web Shell to a Web Server,"['Make sure your web server is up-to-date with all patches to protect against known vulnerabilities. ', 'Ensure that the file permissions in directories on the web server from which files can be execute is set to the ""least privilege"" settings, and that those directories contents is controlled by an allowlist. ']","{
  ""mitigations"": [
    {
      ""name"": ""Keep web server up-to-date"",
      ""priority"": 1
    },
    {
      ""name"": ""Set file permissions to least privilege"",
      ""priority"": 2
    },
    {
      ""name"": ""Control directory contents with allowlist"",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T14:27:40.708309Z,56267681100,20415300,282,37529000000,81,18716000000
Exploiting Incorrect Chaining or Granularity of Hardware Debug Components,"['Implement: Ensure that debug components are properly chained, and their granularity is maintained at different authorization levels ', 'Perform Post-silicon validation tests at various authorization levels to ensure that debug components are only accessible to authorized users ']","{
  ""mitigations"": [
    {
      ""name"": ""Ensure Proper Chaining of Debug Components"",
      ""priority"": 1
    },
    {
      ""name"": ""Maintain Granularity of Debug Components at Different Authorization Levels"",
      ""priority"": 2
    },
    {
      ""name"": ""Perform Post-silicon Validation Tests at Various Authorization Levels"",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T14:28:37.7629135Z,55043275200,13247400,269,33793000000,95,21232000000
Serialized Data External Linking,['Configure the serialized data processor to only retrieve external entities from trusted sources. '],"{
  ""mitigations"": [
    {
      ""name"": ""Trust Source Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Input Validation"",
      ""priority"": 2
    },
    {
      ""name"": ""Output Encoding"",
      ""priority"": 3
    },
    {
      ""name"": ""Content Security Policy (CSP)"",
      ""priority"": 4
    },
    {
      ""name"": ""Web Application Firewall (WAF)"",
      ""priority"": 5
    },
    {
      ""name"": ""Regular Updates and Patches"",
      ""priority"": 6
    }
  ]
}",granite3-dense:8b,2024-11-27T14:29:39.6449038Z,59829637200,18810200,231,29225000000,134,30584000000
Buffer Overflow via Environment Variables,"['Do not expose environment variable to the user. ', 'Do not use untrusted data in your environment variables. ', 'Use a language or compiler that performs automatic bounds checking ', 'There are tools such as Sharefuzz [<a href=""#REF-2"">REF-2</a>] which is an environment variable fuzzer for Unix that support loading a shared library. You can use Sharefuzz to determine if you are exposing an environment variable vulnerable to buffer overflow. ']","{
  ""mitigations"": [
    {
      ""name"": ""Do not expose environment variable to the user."",
      ""priority"": 1
    },
    {
      ""name"": ""Do not use untrusted data in your environment variables."",
      ""priority"": 2
    },
    {
      ""name"": ""Use a language or compiler that performs automatic bounds checking."",
      ""priority"": 3
    },
    {
      ""name"": ""Use tools such as Sharefuzz to determine if you are exposing an environment variable vulnerable to buffer overflow."",
      ""priority"": 4
    }
  ]
}",granite3-dense:8b,2024-11-27T14:30:53.1487145Z,71461896400,8694300,311,42583000000,125,28868000000
Client-side Injection-induced Buffer Overflow,"['The client software should not install untrusted code from a non-authenticated server. ', 'The client software should have the latest patches and should be audited for vulnerabilities before being used to communicate with potentially hostile servers. ', 'Perform input validation for length of buffer inputs. ', 'Use a language or compiler that performs automatic bounds checking. ', 'Use an abstraction library to abstract away risky APIs. Not a complete solution. ', 'Compiler-based canary mechanisms such as StackGuard, ProPolice and the Microsoft Visual Studio /GS flag. Unless this provides automatic bounds checking, it is not a complete solution. ', 'Ensure all buffer uses are consistently bounds-checked. ', 'Use OS-level preventative functionality. Not a complete solution. ']","[
  {
    ""name"": ""Avoid installing untrusted code from non-authenticated servers"",
    ""priority"": 1
  },
  {
    ""name"": ""Ensure client software has latest patches and is audited for vulnerabilities"",
    ""priority"": 2
  },
  {
    ""name"": ""Perform input validation for length of buffer inputs"",
    ""priority"": 3
  },
  {
    ""name"": ""Use a language or compiler that performs automatic bounds checking"",
    ""priority"": 4
  },
  {
    ""name"": ""Use an abstraction library to abstract away risky APIs"",
    ""priority"": 5
  },
  {
    ""name"": ""Use compiler-based canary mechanisms such as StackGuard, ProPolice and the Microsoft Visual Studio /GS flag"",
    ""priority"": 6
  },
  {
    ""name"": ""Ensure all buffer uses are consistently bounds-checked"",
    ""priority"": 7
  },
  {
    ""name"": ""Use OS-level preventative functionality"",
    ""priority"": 8
  }
]",granite3-dense:8b,2024-11-27T14:32:42.4967952Z,107321458900,8851800,375,53280000000,222,54029000000
Filter Failure through Buffer Overflow,"['Make sure that ANY failure occurring in the filtering or input validation routine is properly handled and that offending input is NOT allowed to go through. Basically make sure that the vault is closed when failure occurs. ', 'Pre-design: Use a language or compiler that performs automatic bounds checking. ', 'Pre-design through Build: Compiler-based canary mechanisms such as StackGuard, ProPolice and the Microsoft Visual Studio /GS flag. Unless this provides automatic bounds checking, it is not a complete solution. ', 'Operational: Use OS-level preventative functionality. Not a complete solution. ', 'Design: Use an abstraction library to abstract away risky APIs. Not a complete solution. ']","{
  ""mitigations"": [
    {
      ""name"": ""Proper Handling of Failure"",
      ""priority"": 1
    },
    {
      ""name"": ""Use Language/Compiler with Automatic Bounds Checking"",
      ""priority"": 2
    },
    {
      ""name"": ""Use Compiler-based Canary Mechanisms"",
      ""priority"": 3
    },
    {
      ""name"": ""Use OS-level Preventative Functionality"",
      ""priority"": 4
    },
    {
      ""name"": ""Use Abstraction Library to Abstract Away Risky APIs"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T14:34:08.7349756Z,84078532800,17177500,359,52563000000,135,31496000000
SOAP Array Overflow,"['If the server either verifies the correctness of the stated array size or if the server stops processing an array once the stated number of elements have been read, regardless of the actual array size, then this attack will fail. The former detects the malformed SOAP message while the latter ensures that the server does not attempt to load more data than was allocated for. ']","{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Array Size Verification"",
      ""priority"": 2
    },
    {
      ""name"": ""Element Count Limitation"",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T14:35:04.394232Z,53619140800,13938200,286,37664000000,70,15938000000
MIME Conversion,"['Stay up to date with third party vendor patches ', '<p>Disable the 7 to 8 bit conversion. This can be done by removing the F=9 flag from all Mailer specifications in the sendmail.cf file. </p><p>For example, a sendmail.cf file with these changes applied should look similar to (depending on your system and configuration): </p><div style=""margin-left:1em;"" class=""informative"">Mlocal, P=/usr/libexec/mail.local, F=lsDFMAw5:/|@qrmn, S=10/30, R=20/40, <div style=""margin-left:1em;"">T=DNS/RFC822/X-Unix, <br>A=mail -d $u </div><br>Mprog, P=/bin/sh, F=lsDFMoqeu, S=10/30, R=20/40, <div style=""margin-left:1em;"">D=$z:/, <br>T=X-Unix, <br>A=sh -c $u </div></div><p>This can be achieved for the ""Mlocal"" and ""Mprog"" Mailers by modifying the "".mc"" file to include the following lines: </p><div style=""margin-left:1em;"" class=""informative"">define(`LOCAL_MAILER_FLAGS\', <div style=""margin-left:1em;"">ifdef(`LOCAL_MAILER_FLAGS\', <div style=""margin-left:1em;"">`translit(LOCAL_MAILER_FLAGS, `9\')\', <br>`rmn\')) </div></div><br>define(`LOCAL_SHELL_FLAGS\', <div style=""margin-left:1em;"">ifdef(`LOCAL_SHELL_FLAGS\', <div style=""margin-left:1em;"">`translit(LOCAL_SHELL_FLAGS, `9\')\', <br>`eu\')) </div></div></div><p>and then rebuilding the sendmail.cf file using m4(1). </p><p>From ""Exploiting Software"", please see reference below. </p>', 'Use the sendmail restricted shell program (smrsh) ', 'Use mail.local ']","{
  ""mitigations"": [
    {
      ""name"": ""Stay up to date with third party vendor patches"",
      ""priority"": 1
    },
    {
      ""name"": ""Disable the 7 to 8 bit conversion"",
      ""priority"": 2
    },
    {
      ""name"": ""Use the sendmail restricted shell program (smrsh)"",
      ""priority"": 3
    },
    {
      ""name"": ""Use mail.local"",
      ""priority"": 4
    }
  ]
}",granite3-dense:8b,2024-11-27T14:37:19.2883887Z,132870525100,35816500,708,107002000000,111,25829000000
Overflow Binary Resource File,"['Perform appropriate bounds checking on all buffers. ', 'Design: Enforce principle of least privilege ', 'Design: Static code analysis ', 'Implementation: Execute program in less trusted process space environment, do not allow lower integrity processes to write to higher integrity processes ', 'Implementation: Keep software patched to ensure that known vulnerabilities are not available for adversaries to target on host. ']","{
  ""mitigations"": [
    {
      ""name"": ""Perform appropriate bounds checking on all buffers"",
      ""priority"": 1
    },
    {
      ""name"": ""Design: Enforce principle of least privilege"",
      ""priority"": 2
    },
    {
      ""name"": ""Design: Static code analysis"",
      ""priority"": 3
    },
    {
      ""name"": ""Implementation: Execute program in less trusted process space environment, do not allow lower integrity processes to write to higher integrity processes"",
      ""priority"": 4
    },
    {
      ""name"": ""Implementation: Keep software patched to ensure that known vulnerabilities are not available for adversaries to target on host"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T14:38:35.4518096Z,74131391900,16085700,291,37932000000,158,36178000000
Buffer Overflow via Symbolic Links,"['Pay attention to the fact that the resource you read from can be a replaced by a Symbolic link. You can do a Symlink check before reading the file and decide that this is not a legitimate way of accessing the resource. ', 'Because Symlink can be modified by an adversary, make sure that the ones you read are located in protected directories. ', 'Pay attention to the resource pointed to by your symlink links (See attack pattern named ""Forced Symlink race""), they can be replaced by malicious resources. ', 'Always check the size of the input data before copying to a buffer. ', 'Use a language or compiler that performs automatic bounds checking. ', 'Use an abstraction library to abstract away risky APIs. Not a complete solution. ', 'Compiler-based canary mechanisms such as StackGuard, ProPolice and the Microsoft Visual Studio /GS flag. Unless this provides automatic bounds checking, it is not a complete solution. ', 'Use OS-level preventative functionality. Not a complete solution. ']","{
  ""mitigations"": [
    {
      ""name"": ""Pay attention to the fact that the resource you read from can be replaced by a Symbolic link"",
      ""priority"": 1
    },
    {
      ""name"": ""Do a Symlink check before reading the file and decide that this is not a legitimate way of accessing the resource"",
      ""priority"": 2
    },
    {
      ""name"": ""Make sure that the ones you read are located in protected directories"",
      ""priority"": 3
    },
    {
      ""name"": ""Pay attention to the resource pointed to by your symlink links (See attack pattern named \""Forced Symlink race\"")"",
      ""priority"": 4
    },
    {
      ""name"": ""Always check the size of the input data before copying to a buffer"",
      ""priority"": 5
    },
    {
      ""name"": ""Use a language or compiler that performs automatic bounds checking"",
      ""priority"": 6
    },
    {
      ""name"": ""Use an abstraction library to abstract away risky APIs. Not a complete solution."",
      ""priority"": 7
    },
    {
      ""name"": ""Compiler-based canary mechanisms such as StackGuard, ProPolice and the Microsoft Visual Studio /GS flag. Unless this provides automatic bounds checking, it is not a complete solution."",
      ""priority"": 8
    },
    {
      ""name"": ""Use OS-level preventative functionality. Not a complete solution."",
      ""priority"": 9
    }
  ]
}",granite3-dense:8b,2024-11-27T14:40:54.5383772Z,137044441300,9238300,429,61735000000,321,75298000000
Overflow Variables and Tags,"['Use a language or compiler that performs automatic bounds checking. ', 'Use an abstraction library to abstract away risky APIs. Not a complete solution. ', 'Compiler-based canary mechanisms such as StackGuard, ProPolice and the Microsoft Visual Studio /GS flag. Unless this provides automatic bounds checking, it is not a complete solution. ', 'Use OS-level preventative functionality. Not a complete solution. ', 'Do not trust input data from user. Validate all user input. ']","{
  ""mitigations"": [
    {
      ""name"": ""Use a language or compiler that performs automatic bounds checking."",
      ""priority"": 1
    },
    {
      ""name"": ""Use an abstraction library to abstract away risky APIs. Not a complete solution."",
      ""priority"": 2
    },
    {
      ""name"": ""Compiler-based canary mechanisms such as StackGuard, ProPolice and the Microsoft Visual Studio /GS flag. Unless this provides automatic bounds checking, it is not a complete solution."",
      ""priority"": 3
    },
    {
      ""name"": ""Use OS-level preventative functionality. Not a complete solution."",
      ""priority"": 4
    },
    {
      ""name"": ""Do not trust input data from user. Validate all user input."",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T14:42:19.3029975Z,82725965800,17246200,314,41647000000,178,41060000000
Buffer Overflow via Parameter Expansion,['Ensure that when parameter expansion happens in the code that the assumptions used to determine the resulting size of the parameter are accurate and that the new size of the parameter is visible to the whole system '],"{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Buffer Size Sanity Checking"",
      ""priority"": 2
    },
    {
      ""name"": ""Use of Safe Language Features"",
      ""priority"": 3
    },
    {
      ""name"": ""Regular Security Updates and Patches"",
      ""priority"": 4
    },
    {
      ""name"": ""Code Reviews and Static Application Security Testing (SAST)"",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T14:43:19.7816474Z,58461302100,17104800,255,30616000000,122,27826000000
String Format Overflow in syslog(),"['<p>The code should be reviewed for misuse of the Syslog function call. Manual or automated code review can be used. The reviewer needs to ensure that all format string functions are passed a static string which cannot be controlled by the user and that the proper number of arguments are always sent to that function as well. If at all possible, do not use the %n operator in format strings. The following code shows a correct usage of Syslog(): </p><div style=""margin-left:1em;"" class=""good"">syslog(LOG_ERR, ""%s"", cmdBuf); </div><p>The following code shows a vulnerable usage of Syslog(): </p><div style=""margin-left:1em;"" class=""bad"">syslog(LOG_ERR, cmdBuf); <div><i>// the buffer cmdBuff is taking user supplied data. </i></div></div>']","{
  ""mitigations"": [
    {
      ""name"": ""Code Review"",
      ""priority"": 1
    },
    {
      ""name"": ""Static String Usage"",
      ""priority"": 2
    },
    {
      ""name"": ""Proper Argument Count"",
      ""priority"": 3
    },
    {
      ""name"": ""Avoid %n Operator"",
      ""priority"": 4
    }
  ]
}",granite3-dense:8b,2024-11-27T14:44:38.3335987Z,76509398400,9979200,402,55916000000,90,20582000000
Buffer Overflow in an API Call,"['Use a language or compiler that performs automatic bounds checking. ', 'Use secure functions not vulnerable to buffer overflow. ', 'If you have to use dangerous functions, make sure that you do boundary checking. ', 'Compiler-based canary mechanisms such as StackGuard, ProPolice and the Microsoft Visual Studio /GS flag. Unless this provides automatic bounds checking, it is not a complete solution. ', 'Use OS-level preventative functionality. Not a complete solution. ']","{
  ""mitigations"": [
    {
      ""name"": ""Use a language or compiler that performs automatic bounds checking."",
      ""priority"": 1
    },
    {
      ""name"": ""Use secure functions not vulnerable to buffer overflow."",
      ""priority"": 2
    },
    {
      ""name"": ""If you have to use dangerous functions, make sure that you do boundary checking."",
      ""priority"": 3
    },
    {
      ""name"": ""Compiler-based canary mechanisms such as StackGuard, ProPolice and the Microsoft Visual Studio /GS flag. Unless this provides automatic bounds checking, it is not a complete solution."",
      ""priority"": 4
    },
    {
      ""name"": ""Use OS-level preventative functionality. Not a complete solution."",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T14:45:59.80708Z,79437111100,12456500,313,39489000000,175,39934000000
Buffer Overflow in Local Command-Line Utilities,"[""Carefully review the service's implementation before making it available to user. For instance you can use manual or automated code review to uncover vulnerabilities such as buffer overflow. "", 'Use a language or compiler that performs automatic bounds checking. ', 'Use an abstraction library to abstract away risky APIs. Not a complete solution. ', 'Compiler-based canary mechanisms such as StackGuard, ProPolice and the Microsoft Visual Studio /GS flag. Unless this provides automatic bounds checking, it is not a complete solution. ', 'Operational: Use OS-level preventative functionality. Not a complete solution. ', 'Apply the latest patches to your user exposed services. This may not be a complete solution, especially against a zero day attack. ', 'Do not unnecessarily expose services. ']","{
  ""mitigations"": [
    {
      ""name"": ""Manual/Automated Code Review"",
      ""priority"": 1
    },
    {
      ""name"": ""Use a Language/Compiler with Automatic Bounds Checking"",
      ""priority"": 2
    },
    {
      ""name"": ""Use an Abstraction Library"",
      ""priority"": 3
    },
    {
      ""name"": ""Use Compiler-based Canary Mechanisms"",
      ""priority"": 4
    },
    {
      ""name"": ""Use OS-level Preventative Functionality"",
      ""priority"": 5
    },
    {
      ""name"": ""Apply Latest Patches to User Exposed Services"",
      ""priority"": 6
    },
    {
      ""name"": ""Do Not Unnecessarily Expose Services"",
      ""priority"": 7
    }
  ]
}",granite3-dense:8b,2024-11-27T14:47:31.8808064Z,90048733600,9142900,380,49857000000,180,40181000000
XML Ping of the Death,"['Design: Build throttling mechanism into the resource allocation. Provide for a timeout mechanism for allocated resources whose transaction does not complete within a specified interval. ', 'Implementation: Provide for network flow control and traffic shaping to control access to the resources. ']","{
  ""mitigations"": [
    {
      ""name"": ""Design: Build throttling mechanism into the resource allocation"",
      ""priority"": 1
    },
    {
      ""name"": ""Implementation: Provide for network flow control and traffic shaping"",
      ""priority"": 2
    }
  ]
}",granite3-dense:8b,2024-11-27T14:48:21.2232408Z,47307978900,8872900,267,32755000000,66,14543000000
Exponential Data Expansion,"['Design: Use libraries and templates that minimize unfiltered input. Use methods that limit entity expansion and throw exceptions on attempted entity expansion. ', 'Implementation: For XML based data - disable altogether the use of inline DTD schemas when parsing XML objects. If a DTD must be used, normalize, filter and use an allowlist and parse with methods and routines that will detect entity expansion from untrusted sources. ']","{
  ""mitigations"": [
    {
      ""name"": ""Use libraries and templates that minimize unfiltered input."",
      ""priority"": 1
    },
    {
      ""name"": ""Limit entity expansion and throw exceptions on attempted entity expansion."",
      ""priority"": 2
    },
    {
      ""name"": ""Disable altogether the use of inline DTD schemas when parsing XML objects."",
      ""priority"": 3
    },
    {
      ""name"": ""Normalize, filter and use an allowlist when using DTDs."",
      ""priority"": 4
    },
    {
      ""name"": ""Parse with methods and routines that detect entity expansion from untrusted sources."",
      ""priority"": 5
    }
  ]
}",granite3-dense:8b,2024-11-27T14:49:34.8996263Z,71654304900,13984200,299,37547000000,152,34091000000
Quadratic Data Expansion,"['Design: Use libraries and templates that minimize unfiltered input. Use methods that limit entity expansion and throw exceptions on attempted entity expansion. ', 'Implementation: For XML based data - disable altogether the use of inline DTD schemas when parsing XML objects. If a DTD must be used, normalize, filter and use an allowlist and parse with methods and routines that will detect entity expansion from untrusted sources. ']","{
  ""mitigations"": [
    {
      ""name"": ""Design: Use libraries and templates that minimize unfiltered input."",
      ""priority"": 1
    },
    {
      ""name"": ""Implementation: For XML based data - disable altogether the use of inline DTD schemas when parsing XML objects."",
      ""priority"": 2
    },
    {
      ""name"": ""Implementation: Normalize, filter and use an allowlist and parse with methods and routines that will detect entity expansion from untrusted sources."",
      ""priority"": 3
    }
  ]
}",granite3-dense:8b,2024-11-27T14:50:42.5592283Z,65630633900,17514100,299,38152000000,118,27459000000
