attack,mitigation_list,mitigations_generated,model,created_at,total_duration,load_duration,prompt_eval_count,prompt_eval_duration,eval_count,eval_duration
Collect Data from Clipboard,"['While copying and pasting of data with the clipboard is a legitimate and practical function, certain situations and context may require the disabling of this feature. Just as certain applications disable screenshot capability, applications that handle highly sensitive information should consider disabling copy and paste functionality. ', 'Employ a robust identification and audit/blocking via using an allowlist of applications on your system. Malware may contain the functionality associated with this attack pattern. ']","{
  ""mitigations"": [
    {
      ""name"": ""Disable clipboard functionality for sensitive data handling applications"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement application allowlist controls"",
      ""priority"": 2
    },
    {
      ""name"": ""Monitor and audit clipboard access attempts"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement data encryption for clipboard contents"",
      ""priority"": 4
    },
    {
      ""name"": ""Regular malware scanning and system monitoring"",
      ""priority"": 5
    },
    {
      ""name"": ""User awareness training about clipboard security risks"",
      ""priority"": 6
    }
  ]
}",claude-3-5-sonnet-20241022,1732897062.72835,11302045822,,,,,
Collect Data from Registries,"['Employ a robust and layered defensive posture in order to prevent unauthorized users on your system. ', 'Employ robust identification and audit/blocking via using an allowlist of applications on your system. Unnecessary applications, utilities, and configurations will have a presence in the system registry that can be leveraged by an adversary through this attack pattern. ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement robust user authentication and access control systems"",
      ""priority"": 1
    },
    {
      ""name"": ""Deploy application allowlisting solutions"",
      ""priority"": 2
    },
    {
      ""name"": ""Regular system auditing and monitoring of registry changes"",
      ""priority"": 3
    },
    {
      ""name"": ""Remove unnecessary applications and utilities"",
      ""priority"": 4
    },
    {
      ""name"": ""Implement registry access controls"",
      ""priority"": 5
    },
    {
      ""name"": ""Use security software to monitor registry activities"",
      ""priority"": 6
    },
    {
      ""name"": ""Regular system configuration reviews"",
      ""priority"": 7
    },
    {
      ""name"": ""Maintain detailed logging of registry access"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897074.651714,11665389537,,,,,
Collect Data from Screen Capture,"['Identify potentially malicious software that may have functionality to acquire screen captures, and audit and/or block it by using allowlist tools. ', 'While screen capture is a legitimate and practical function, certain situations and context may require the disabling of this feature. ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement Application Allowlisting"",
      ""priority"": 1
    },
    {
      ""name"": ""Monitor and Block Screen Capture Software"",
      ""priority"": 2
    },
    {
      ""name"": ""Disable Screen Capture in Sensitive Contexts"",
      ""priority"": 3
    },
    {
      ""name"": ""Regular Security Software Updates"",
      ""priority"": 4
    },
    {
      ""name"": ""Implement Data Loss Prevention (DLP) Solutions"",
      ""priority"": 5
    },
    {
      ""name"": ""Employee Security Awareness Training"",
      ""priority"": 6
    },
    {
      ""name"": ""Monitor System Processes for Unauthorized Screen Capture Activities"",
      ""priority"": 7
    },
    {
      ""name"": ""Implement Screen Masking for Sensitive Information"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897086.9375706,11462548017,,,,,
Directory Indexing,"['1. Using blank index.html: putting blank index.html simply prevent directory listings from displaying to site visitors. ', '2. Preventing with .htaccess in Apache web server: In .htaccess, write ""Options-indexes"". ', '3. Suppressing error messages: using error 403 ""Forbidden"" message exactly like error 404 ""Not Found"" message. ']","{
  ""mitigations"": [
    {
      ""name"": ""Using blank index.html to prevent directory listings"",
      ""priority"": 1
    },
    {
      ""name"": ""Configure .htaccess with Options-indexes in Apache web server"",
      ""priority"": 2
    },
    {
      ""name"": ""Implement custom 403 Forbidden error pages"",
      ""priority"": 3
    },
    {
      ""name"": ""Disable directory browsing in web server configuration"",
      ""priority"": 4
    },
    {
      ""name"": ""Implement proper access controls and authentication"",
      ""priority"": 5
    },
    {
      ""name"": ""Regular security audits of directory permissions"",
      ""priority"": 6
    },
    {
      ""name"": ""Use web application firewalls (WAF)"",
      ""priority"": 7
    }
  ]
}",claude-3-5-sonnet-20241022,1732897099.0617137,11211472034,,,,,
Fuzzing for application mapping,"[""Design: Construct a 'code book' for error messages. When using a code book, application error messages aren't generated in string or stack trace form, but are catalogued and replaced with a unique (often integer-based) value 'coding' for the error. Such a technique will require helpdesk and hosting personnel to use a 'code book' or similar mapping to decode application errors/logs in order to respond to them normally. "", ""Design: wrap application functionality (preferably through the underlying framework) in an output encoding scheme that obscures or cleanses error messages to prevent such attacks. Such a technique is often used in conjunction with the above 'code book' suggestion. "", 'Implementation: Obfuscate server fields of HTTP response. ', 'Implementation: Hide inner ordering of HTTP response header. ', 'Implementation: Customizing HTTP error codes such as 404 or 500. ', 'Implementation: Hide HTTP response header software information filed. ', ""Implementation: Hide cookie's software information filed. "", ""Implementation: Obfuscate database type in Database API's error message. ""]","{
  ""mitigations"": [
    {
      ""name"": ""Design: Construct a 'code book' for error messages"",
      ""priority"": 1
    },
    {
      ""name"": ""Design: wrap application functionality in an output encoding scheme"",
      ""priority"": 2
    },
    {
      ""name"": ""Implementation: Hide HTTP response header software information filed"",
      ""priority"": 3
    },
    {
      ""name"": ""Implementation: Obfuscate server fields of HTTP response"",
      ""priority"": 4
    },
    {
      ""name"": ""Implementation: Obfuscate database type in Database API's error message"",
      ""priority"": 5
    },
    {
      ""name"": ""Implementation: Hide inner ordering of HTTP response header"",
      ""priority"": 6
    },
    {
      ""name"": ""Implementation: Customizing HTTP error codes such as 404 or 500"",
      ""priority"": 7
    },
    {
      ""name"": ""Implementation: Hide cookie's software information filed"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897110.8971226,12899961709,,,,,
Fuzzing for garnering other adjacent user/sensitive data,[],"{
  ""mitigations"": [
    {
      ""name"": ""Input Validation"",
      ""priority"": 1
    },
    {
      ""name"": ""Data Sanitization"",
      ""priority"": 2
    },
    {
      ""name"": ""Strong Access Controls"",
      ""priority"": 3
    },
    {
      ""name"": ""Proper Error Handling"",
      ""priority"": 4
    },
    {
      ""name"": ""Rate Limiting"",
      ""priority"": 5
    },
    {
      ""name"": ""Request Parameter Length Validation"",
      ""priority"": 6
    },
    {
      ""name"": ""Session Management"",
      ""priority"": 7
    },
    {
      ""name"": ""Logging and Monitoring"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897124.4836202,9962552547,,,,,
Cross-Domain Search Timing,"[""Design: The victim's site could protect all potentially sensitive functionality (e.g. search functions) with cross site request forgery (CSRF) protection and not perform any work on behalf of forged requests "", ""Design: The browser's security model could be fixed to not leak timing information for cross domain requests ""]","{
  ""mitigations"": [
    {
      ""name"": ""Implement CSRF Protection for Sensitive Functions"",
      ""priority"": 1
    },
    {
      ""name"": ""Validate Cross-Domain Requests"",
      ""priority"": 2
    },
    {
      ""name"": ""Enhanced Browser Security Controls"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement Request Rate Limiting"",
      ""priority"": 4
    },
    {
      ""name"": ""Add Timing Randomization"",
      ""priority"": 5
    },
    {
      ""name"": ""Monitor and Log Cross-Domain Requests"",
      ""priority"": 6
    }
  ]
}",claude-3-5-sonnet-20241022,1732897135.0920024,11532949686,,,,,
WSDL Scanning,"['It is important to protect WSDL file or provide limited access to it. ', 'Review the functions exposed by the WSDL interface (especially if you have used a tool to generate it). Make sure that none of them is vulnerable to injection. ', 'Ensure the WSDL does not expose functions and APIs that were not intended to be exposed. ', 'Pay attention to the function naming convention (within the WSDL interface). Easy to guess function name may be an entry point for attack. ', 'Validate the received messages against the WSDL Schema. Incomplete solution. ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement strict access controls and authentication for WSDL files"",
      ""priority"": 1
    },
    {
      ""name"": ""Review and secure all exposed WSDL functions against injection vulnerabilities"",
      ""priority"": 2
    },
    {
      ""name"": ""Remove or disable unnecessary functions and APIs from WSDL interface"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement WSDL Schema validation for all incoming messages"",
      ""priority"": 4
    },
    {
      ""name"": ""Use obscure function naming conventions to prevent easy guessing"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement IP-based access restrictions for WSDL endpoints"",
      ""priority"": 6
    },
    {
      ""name"": ""Encrypt WSDL communications using TLS/SSL"",
      ""priority"": 7
    },
    {
      ""name"": ""Monitor and log all WSDL access attempts"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897147.284196,12243644237,,,,,
Probe iOS Screenshots,"[""To mitigate this type of an attack, an application that may display sensitive information should clear the screen contents before a screenshot is taken. This can be accomplished by setting the key window's hidden property to YES. This code to hide the contents should be placed in both the applicationWillResignActive() and applicationDidEnterBackground() methods. ""]","{
  ""mitigations"": [
    {
      ""name"": ""Implement Screen Content Clearing in applicationWillResignActive()"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement Screen Content Clearing in applicationDidEnterBackground()"",
      ""priority"": 2
    },
    {
      ""name"": ""Set Key Window Hidden Property to YES When App Transitions"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement Sensitive Data Masking"",
      ""priority"": 4
    },
    {
      ""name"": ""Add Overlay View for Background State"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement Secure Screen Feature"",
      ""priority"": 6
    },
    {
      ""name"": ""Disable Screenshot Functionality in Sensitive Areas"",
      ""priority"": 7
    }
  ]
}",claude-3-5-sonnet-20241022,1732897160.205013,10178421497,,,,,
Incomplete Data Deletion in a Multi-Tenant Environment,"['Cloud providers should completely delete data to render it irrecoverable and inaccessible from any layer and component of infrastructure resources. ', 'Deletion of data should be completed promptly when requested. ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement secure data wiping algorithms to ensure complete data deletion from all storage layers"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement automated verification systems to confirm complete data deletion"",
      ""priority"": 2
    },
    {
      ""name"": ""Establish immediate data deletion procedures upon customer request"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement audit trails for data deletion operations"",
      ""priority"": 4
    },
    {
      ""name"": ""Deploy data deletion monitoring systems across all infrastructure components"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement data isolation mechanisms between tenants"",
      ""priority"": 6
    },
    {
      ""name"": ""Establish data deletion policies and procedures for backup systems"",
      ""priority"": 7
    },
    {
      ""name"": ""Regular testing of data deletion processes"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897171.0055816,11972171068,,,,,
Probe Audio and Video Peripherals,"['Prevent unknown code from executing on a system through the use of an allowlist policy. ', 'Patch installed applications as soon as new updates become available. ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement Application Allowlisting"",
      ""priority"": 1
    },
    {
      ""name"": ""Keep Applications and Operating Systems Patched"",
      ""priority"": 2
    },
    {
      ""name"": ""Disable Unnecessary Audio/Video Peripherals"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement Device Access Controls"",
      ""priority"": 4
    },
    {
      ""name"": ""Monitor Peripheral Device Usage"",
      ""priority"": 5
    },
    {
      ""name"": ""Use Endpoint Protection Software"",
      ""priority"": 6
    },
    {
      ""name"": ""Implement Physical Security Measures"",
      ""priority"": 7
    },
    {
      ""name"": ""Regular Security Audits of Peripheral Devices"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897183.6485217,10700394630,,,,,
Probe System Files,"['Verify that files have proper access controls set, and reduce the storage of sensitive information to only what is necessary. ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement proper file access controls"",
      ""priority"": 1
    },
    {
      ""name"": ""Minimize storage of sensitive information"",
      ""priority"": 2
    },
    {
      ""name"": ""Regular file permission audits"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement file integrity monitoring"",
      ""priority"": 4
    },
    {
      ""name"": ""Use secure file storage encryption"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement logging and monitoring of file access"",
      ""priority"": 6
    },
    {
      ""name"": ""Enforce principle of least privilege"",
      ""priority"": 7
    },
    {
      ""name"": ""Regular security awareness training"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897194.997486,10915003061,,,,,
Capture Credentials via Keylogger,['Strong physical security can help reduce the ability of an adversary to install a keylogger. '],"{
  ""mitigations"": [
    {
      ""name"": ""Implement strong physical access controls"",
      ""priority"": 1
    },
    {
      ""name"": ""Install security cameras in sensitive areas"",
      ""priority"": 2
    },
    {
      ""name"": ""Use biometric authentication for physical access"",
      ""priority"": 3
    },
    {
      ""name"": ""Regular hardware security audits"",
      ""priority"": 4
    },
    {
      ""name"": ""Maintain visitor logs and access records"",
      ""priority"": 5
    },
    {
      ""name"": ""Secure equipment lockdown mechanisms"",
      ""priority"": 6
    },
    {
      ""name"": ""Employee security awareness training"",
      ""priority"": 7
    },
    {
      ""name"": ""Security guard patrols"",
      ""priority"": 8
    },
    {
      ""name"": ""Electronic access card system"",
      ""priority"": 9
    },
    {
      ""name"": ""Physical tamper detection systems"",
      ""priority"": 10
    }
  ]
}",claude-3-5-sonnet-20241022,1732897206.6075373,12003362417,,,,,
Sniffing Network Traffic,"['Obfuscate network traffic through encryption to prevent its readability by network sniffers. ', 'Employ appropriate levels of segmentation to your network in accordance with best practices. ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement strong encryption protocols (TLS/SSL) for all network communications"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement network segmentation using VLANs and firewalls"",
      ""priority"": 2
    },
    {
      ""name"": ""Use VPN for remote access and sensitive communications"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement secure protocols (SSH, SFTP, HTTPS) instead of their unsecured counterparts"",
      ""priority"": 4
    },
    {
      ""name"": ""Deploy network monitoring and intrusion detection systems"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement MAC address filtering and port security"",
      ""priority"": 6
    },
    {
      ""name"": ""Regular network security audits and vulnerability assessments"",
      ""priority"": 7
    },
    {
      ""name"": ""Employee training on secure communication practices"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897219.2633705,12049894332,,,,,
Utilizing REST's Trust in the System Resource to Obtain Sensitive Data,"['Implementation: Implement message level security such as HMAC in the HTTP communication ', 'Design: Utilize defense in depth, do not rely on a single security mechanism like SSL ', 'Design: Enforce principle of least privilege ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement message level security such as HMAC in the HTTP communication"",
      ""priority"": 1
    },
    {
      ""name"": ""Utilize defense in depth, do not rely on a single security mechanism like SSL"",
      ""priority"": 2
    },
    {
      ""name"": ""Enforce principle of least privilege"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement strong authentication mechanisms"",
      ""priority"": 4
    },
    {
      ""name"": ""Use secure session management"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement input validation for REST endpoints"",
      ""priority"": 6
    },
    {
      ""name"": ""Encrypt sensitive data in transit and at rest"",
      ""priority"": 7
    },
    {
      ""name"": ""Implement proper access controls for REST resources"",
      ""priority"": 8
    },
    {
      ""name"": ""Use API keys or tokens for resource access"",
      ""priority"": 9
    },
    {
      ""name"": ""Implement request rate limiting"",
      ""priority"": 10
    }
  ]
}",claude-3-5-sonnet-20241022,1732897232.042749,11814565420,,,,,
Sniff Application Code,"['Design: Encrypt all communication between the client and server. ', 'Implementation: Use SSL, SSH, SCP. ', 'Operation: Use ""ifconfig/ipconfig"" or other tools to detect the sniffer installed in the network. ']","{
  ""mitigations"": [
    {
      ""name"": ""Encrypt all communication between client and server using SSL/TLS"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement secure communication protocols (SSH, SCP)"",
      ""priority"": 2
    },
    {
      ""name"": ""Use strong encryption algorithms for sensitive data transmission"",
      ""priority"": 3
    },
    {
      ""name"": ""Deploy network monitoring tools to detect packet sniffing"",
      ""priority"": 4
    },
    {
      ""name"": ""Regular network scanning using ifconfig/ipconfig for sniffer detection"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement end-to-end encryption for application data"",
      ""priority"": 6
    },
    {
      ""name"": ""Use secure code obfuscation techniques"",
      ""priority"": 7
    },
    {
      ""name"": ""Regular security audits of network traffic"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897244.5380836,10319811820,,,,,
Android Activity Hijack,"[""To mitigate this type of an attack, explicit intents should be used whenever sensitive data is being sent. An 'explicit intent' is delivered to a specific application as declared within the intent, whereas an 'implicit intent' is directed to an application as defined by the Android operating system. If an implicit intent must be used, then it should be assumed that the intent will be received by an unknown application and any response should be treated accordingly (i.e., with appropriate security controls). "", 'Never use implicit intents for inter-application communication. ']","{
  ""mitigations"": [
    {
      ""name"": ""Use explicit intents for sensitive data transmission"",
      ""priority"": 1
    },
    {
      ""name"": ""Avoid implicit intents for inter-application communication"",
      ""priority"": 2
    },
    {
      ""name"": ""Implement security controls for handling responses from unknown applications"",
      ""priority"": 3
    },
    {
      ""name"": ""Validate and sanitize data received from external intents"",
      ""priority"": 4
    },
    {
      ""name"": ""Implement proper intent filtering and permission checks"",
      ""priority"": 5
    },
    {
      ""name"": ""Use signature-level permissions for sensitive operations"",
      ""priority"": 6
    },
    {
      ""name"": ""Implement secure intent handling mechanisms"",
      ""priority"": 7
    }
  ]
}",claude-3-5-sonnet-20241022,1732897255.5473382,11103874206,,,,,
Probe Audio and Video Peripherals,"['Prevent unknown code from executing on a system through the use of an allowlist policy. ', 'Patch installed applications as soon as new updates become available. ']","{
  ""mitigations"": [
    {
      ""name"": ""Implement Application Allowlisting"",
      ""priority"": 1
    },
    {
      ""name"": ""Keep Applications and Operating Systems Patched"",
      ""priority"": 2
    },
    {
      ""name"": ""Disable Unnecessary Audio/Video Peripherals"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement Device Access Controls"",
      ""priority"": 4
    },
    {
      ""name"": ""Monitor Audio/Video Device Usage"",
      ""priority"": 5
    },
    {
      ""name"": ""Use Hardware Privacy Controls"",
      ""priority"": 6
    },
    {
      ""name"": ""Implement Endpoint Security Solutions"",
      ""priority"": 7
    },
    {
      ""name"": ""Regular Security Audits of Peripheral Devices"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897267.2478836,11478366136,,,,,
Restful Privilege Elevation,"['Design: Enforce principle of least privilege ', 'Implementation: Ensure that HTTP Get methods only retrieve state and do not alter state on the server side ', 'Implementation: Ensure that HTTP methods have proper ACLs based on what the functionality they expose ']","{
  ""mitigations"": [
    {
      ""name"": ""Design: Enforce principle of least privilege"",
      ""priority"": 1
    },
    {
      ""name"": ""Implementation: Enforce strong authentication and authorization controls"",
      ""priority"": 2
    },
    {
      ""name"": ""Implementation: Ensure that HTTP methods have proper ACLs based on what the functionality they expose"",
      ""priority"": 3
    },
    {
      ""name"": ""Implementation: Ensure that HTTP Get methods only retrieve state and do not alter state on the server side"",
      ""priority"": 4
    },
    {
      ""name"": ""Implementation: Validate and sanitize all input parameters"",
      ""priority"": 5
    },
    {
      ""name"": ""Implementation: Use secure session management"",
      ""priority"": 6
    },
    {
      ""name"": ""Implementation: Implement proper error handling"",
      ""priority"": 7
    },
    {
      ""name"": ""Testing: Regular security testing and vulnerability scanning"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897279.3880653,11930200576,,,,,
Create files with the same name as files protected with a higher classification,[],"{
  ""mitigations"": [
    {
      ""name"": ""Enforce access control on files"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement file naming conventions"",
      ""priority"": 2
    },
    {
      ""name"": ""Use unique file identifiers"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement file integrity monitoring"",
      ""priority"": 4
    },
    {
      ""name"": ""Regular security audits of file systems"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement proper file permissions"",
      ""priority"": 6
    },
    {
      ""name"": ""Use secure file system mechanisms"",
      ""priority"": 7
    }
  ]
}",claude-3-5-sonnet-20241022,1732897292.064685,10422749042,,,,,
Force Use of Corrupted Files,[],"{
  ""mitigations"": [
    {
      ""name"": ""Validate input files to ensure they conform to expected formats"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement strict file type checking"",
      ""priority"": 2
    },
    {
      ""name"": ""Use digital signatures to verify file integrity"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement proper error handling for file processing"",
      ""priority"": 4
    },
    {
      ""name"": ""Scan files for malware before processing"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement access controls on file operations"",
      ""priority"": 6
    },
    {
      ""name"": ""Use secure file handling libraries"",
      ""priority"": 7
    },
    {
      ""name"": ""Maintain backup copies of critical files"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897303.0259855,11416472673,,,,,
Modify Shared File,['Disallow shared content. Protect shared folders by minimizing users that have write access. Use utilities that mitigate exploitation like the Microsoft Enhanced Mitigation Experience Toolkit (EMET) to prevent exploits from being run. '],"{
  ""mitigations"": [
    {
      ""name"": ""Disallow shared content"",
      ""priority"": 1
    },
    {
      ""name"": ""Restrict write access to shared folders"",
      ""priority"": 2
    },
    {
      ""name"": ""Implement access control lists (ACLs)"",
      ""priority"": 3
    },
    {
      ""name"": ""Deploy exploit prevention tools (like EMET)"",
      ""priority"": 4
    },
    {
      ""name"": ""Regular security audits of shared resources"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement file integrity monitoring"",
      ""priority"": 6
    },
    {
      ""name"": ""Use version control systems"",
      ""priority"": 7
    },
    {
      ""name"": ""Enable file system auditing"",
      ""priority"": 8
    },
    {
      ""name"": ""Regular backup of shared files"",
      ""priority"": 9
    },
    {
      ""name"": ""Implement file encryption"",
      ""priority"": 10
    }
  ]
}",claude-3-5-sonnet-20241022,1732897315.1093276,11855166673,,,,,
Add Malicious File to Shared Webroot,['Ensure proper permissions on directories that are accessible through a web server. Disallow remote access to the web root. Disable execution on directories within the web root. Ensure that permissions of the web server process are only what is required by not using built-in accounts and instead create specific accounts to limit unnecessary access or permissions overlap across multiple systems. '],"{
  ""mitigations"": [
    {
      ""name"": ""Configure proper directory permissions on web-accessible folders"",
      ""priority"": 1
    },
    {
      ""name"": ""Disable remote access to web root directory"",
      ""priority"": 2
    },
    {
      ""name"": ""Disable execution permissions within web root directories"",
      ""priority"": 3
    },
    {
      ""name"": ""Create specific service accounts with minimal required permissions"",
      ""priority"": 4
    },
    {
      ""name"": ""Implement file integrity monitoring on web directories"",
      ""priority"": 5
    },
    {
      ""name"": ""Set up access control lists (ACLs) for shared web directories"",
      ""priority"": 6
    },
    {
      ""name"": ""Regular audit of web directory permissions and access"",
      ""priority"": 7
    },
    {
      ""name"": ""Implement web application firewall (WAF) rules"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897327.6148021,10614462614,,,,,
Replace Binaries,['Insure that binaries commonly used by the system have the correct file permissions. Set operating system policies that restrict privilege elevation of non-Administrators. Use auditing tools to observe changes to system services. '],"{
  ""mitigations"": [
    {
      ""name"": ""Configure proper file permissions for critical system binaries"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement strict privilege elevation controls"",
      ""priority"": 2
    },
    {
      ""name"": ""Deploy file integrity monitoring tools"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement real-time binary verification"",
      ""priority"": 4
    },
    {
      ""name"": ""Set up system auditing for binary modifications"",
      ""priority"": 5
    },
    {
      ""name"": ""Establish baseline of legitimate binaries"",
      ""priority"": 6
    },
    {
      ""name"": ""Deploy application whitelisting"",
      ""priority"": 7
    },
    {
      ""name"": ""Implement digital signature verification"",
      ""priority"": 8
    },
    {
      ""name"": ""Regular system integrity checks"",
      ""priority"": 9
    },
    {
      ""name"": ""Monitor file system changes"",
      ""priority"": 10
    }
  ]
}",claude-3-5-sonnet-20241022,1732897338.9201338,12000942945,,,,,
Upload a Web Shell to a Web Server,"['Make sure your web server is up-to-date with all patches to protect against known vulnerabilities. ', 'Ensure that the file permissions in directories on the web server from which files can be execute is set to the ""least privilege"" settings, and that those directories contents is controlled by an allowlist. ']","{
  ""mitigations"": [
    {
      ""name"": ""Apply all security patches and updates to web server software"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement strict file permission controls with least privilege principle"",
      ""priority"": 2
    },
    {
      ""name"": ""Configure web server to only execute files from specific allowlisted directories"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement file type restrictions and validation"",
      ""priority"": 4
    },
    {
      ""name"": ""Deploy Web Application Firewall (WAF)"",
      ""priority"": 5
    },
    {
      ""name"": ""Implement strong authentication for file upload functionality"",
      ""priority"": 6
    },
    {
      ""name"": ""Monitor and log all file upload activities"",
      ""priority"": 7
    },
    {
      ""name"": ""Scan uploaded files for malware"",
      ""priority"": 8
    },
    {
      ""name"": ""Implement file size restrictions"",
      ""priority"": 9
    },
    {
      ""name"": ""Regular security audits of web server configuration"",
      ""priority"": 10
    }
  ]
}",claude-3-5-sonnet-20241022,1732897351.539849,12792533397,,,,,
Restful Privilege Elevation,"['Design: Enforce principle of least privilege ', 'Implementation: Ensure that HTTP Get methods only retrieve state and do not alter state on the server side ', 'Implementation: Ensure that HTTP methods have proper ACLs based on what the functionality they expose ']","{
  ""mitigations"": [
    {
      ""name"": ""Design: Enforce principle of least privilege"",
      ""priority"": 1
    },
    {
      ""name"": ""Implementation: Ensure that HTTP methods have proper ACLs based on what the functionality they expose"",
      ""priority"": 2
    },
    {
      ""name"": ""Implementation: Ensure that HTTP Get methods only retrieve state and do not alter state on the server side"",
      ""priority"": 3
    },
    {
      ""name"": ""Implementation: Use strong authentication and authorization mechanisms"",
      ""priority"": 4
    },
    {
      ""name"": ""Implementation: Validate all input parameters"",
      ""priority"": 5
    },
    {
      ""name"": ""Design: Implement proper session management"",
      ""priority"": 6
    },
    {
      ""name"": ""Implementation: Use secure communication protocols"",
      ""priority"": 7
    },
    {
      ""name"": ""Implementation: Implement proper logging and monitoring"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897364.9532313,9517014980,,,,,
Exploiting Incorrect Chaining or Granularity of Hardware Debug Components,"['Implement: Ensure that debug components are properly chained, and their granularity is maintained at different authorization levels ', 'Perform Post-silicon validation tests at various authorization levels to ensure that debug components are only accessible to authorized users ']","{
  ""mitigations"": [
    {
      ""name"": ""Ensure proper chaining of debug components across authorization levels"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement strict granularity controls for debug component access"",
      ""priority"": 2
    },
    {
      ""name"": ""Conduct post-silicon validation testing at each authorization level"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement access control mechanisms for debug interfaces"",
      ""priority"": 4
    },
    {
      ""name"": ""Establish authentication requirements for debug access"",
      ""priority"": 5
    },
    {
      ""name"": ""Document and verify debug component dependencies"",
      ""priority"": 6
    },
    {
      ""name"": ""Monitor and log debug component access attempts"",
      ""priority"": 7
    },
    {
      ""name"": ""Perform regular security audits of debug configurations"",
      ""priority"": 8
    }
  ]
}",claude-3-5-sonnet-20241022,1732897375.094871,17399944305,,,,,
Serialized Data External Linking,['Configure the serialized data processor to only retrieve external entities from trusted sources. '],"{
  ""mitigations"": [
    {
      ""name"": ""Configure the serialized data processor to only retrieve external entities from trusted sources"",
      ""priority"": 1
    },
    {
      ""name"": ""Implement whitelisting for external data sources"",
      ""priority"": 2
    },
    {
      ""name"": ""Use digital signatures to verify the authenticity of external data"",
      ""priority"": 3
    },
    {
      ""name"": ""Implement strict validation of external references before processing"",
      ""priority"": 4
    },
    {
      ""name"": ""Disable external entity resolution when not required"",
      ""priority"": 5
    }
  ]
}",claude-3-5-sonnet-20241022,1732897393.1877785,3992008447,,,,,
